POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION,ave_u,ave_ca,ave_as,ave_e
369356,47871,39.3896802,-87.2998752,ZIP,,,,10,0,0,0,0
369357,47809,39.47,-87.41,TESTCENTER,2271998,4 YR COLLEGE/UNIVERSITY,INDIANA STATE UNIVERSITY,,0.289962423,248.9285714,72.41928571,1715.921429
369358,47809,39.4712491,-87.4101064,ZIP,,,,1268,0,0,0,0
369359,47807,39.4729355,-87.4034226,ZIP,,,,852,0,0,0,0
369360,47804,39.497812,-87.389953,ZIP,,,,753,0,0,0,0
369361,47803,39.4660919,-87.3073223,ZIP,,,,1717,0,0,0,0
369362,47805,39.5462745,-87.3264834,ZIP,,,,942,0,0,0,0
369363,47863,39.5891247,-87.4543477,ZIP,,,,19,0,0,0,0
369364,47884,39.6124058,-87.448085,ZIP,,,,13,0,0,0,0
369365,47842,39.6785837,-87.463596,ZIP,,,,639,0,0,0,0
369366,47847,39.831343,-87.4858359,ZIP,,,,61,0,0,0,0
369367,47854,39.8030189,-87.4030572,ZIP,,,,63,0,0,0,0
369368,47860,39.7218565,-87.3302732,ZIP,,,,20,0,0,0,0
369369,47862,39.7670907,-87.342366,ZIP,,,,129,0,0,0,0
369370,47846,39.381475,-87.1937708,ZIP,,,,30,0,0,0,0
369371,47881,39.4859303,-87.1924154,ZIP,,,,27,0,0,0,0
369372,47840,39.4080554,-87.0565141,ZIP,,,,112,0,0,0,0
369373,47834,39.521041,-87.127767,TESTCENTER,2271457,HIGH SCHOOL,NORTHVIEW HIGH SCHOOL,,0.409667435,102.5666667,41.25333333,370.5533333
369374,47834,39.5255487,-87.1219708,ZIP,,,,1343,0,0,0,0
369375,47857,39.5241582,-87.0911111,ZIP,,,,46,0,0,0,0
369376,47853,39.5382001,-87.072828,ZIP,,,,10,0,0,0,0
369377,47874,39.6284994,-87.2707463,ZIP,,,,240,0,0,0,0
369378,47837,39.627224,-87.1149061,ZIP,,,,81,0,0,0,0
369379,47872,39.7535414,-87.153112,ZIP,,,,517,0,0,0,0
369380,42355,37.8563394,-86.9935194,ZIP,,,,132,0,0,0,0
369381,47615,37.9696599,-86.9638237,ZIP,,,,105,0,0,0,0
369382,42348,37.8309253,-86.7749136,ZIP,,,,350,0,0,0,0
369383,42351,37.909016,-86.895712,TESTCENTER,2273800,HIGH SCHOOL,HANCOCK COUNTY HIGH SCHOOL,,0.306290539,164.6875,50.94916667,561.0320833
369384,42351,37.8985769,-86.8666327,ZIP,,,,232,0,0,0,0
369385,47552,38.1145509,-86.9996761,ZIP,,,,17,0,0,0,0
369386,47552,38.127565,-86.987204,TESTCENTER,2267746,HIGH SCHOOL,HERITAGE HILLS HIGH SCHOOL,,0.247254902,340,84.06666667,494.6333333
369387,47550,38.0671855,-86.9213107,ZIP,,,,78,0,0,0,0
369388,47579,38.110937,-86.915134,ZIP,,,,195,0,0,0,0
369389,47523,38.1787941,-87.0257588,ZIP,,,,239,0,0,0,0
369390,47531,38.0397102,-86.851428,ZIP,,,,64,0,0,0,0
369391,47588,38.0723893,-86.7784032,ZIP,,,,42,0,0,0,0
369392,47532,38.2213484,-86.8605632,ZIP,,,,309,0,0,0,0
369393,47577,38.152526,-86.8089379,ZIP,,,,70,0,0,0,0
369394,47520,37.9449421,-86.6682583,ZIP,,,,201,0,0,0,0
369395,40111,37.7746957,-86.6290596,ZIP,,,,82,0,0,0,0
369396,40111,37.822125,-86.595401,TESTCENTER,2267055,HIGH SCHOOL,FREDERICK FRAIZE HIGH SCHOOL,,0.200213904,122.0909091,24.60545455,194.08
369397,40143,37.7813555,-86.5097571,ZIP,,,,333,0,0,0,0
369398,47574,37.9500356,-86.5621267,ZIP,,,,17,0,0,0,0
369399,40170,37.9638326,-86.5090006,ZIP,,,,40,0,0,0,0
369400,47586,38.0390956,-86.7019946,ZIP,,,,687,0,0,0,0
369401,47515,38.1839127,-86.7039815,ZIP,,,,67,0,0,0,0
369402,47551,38.1,-86.6,TESTCENTER,2271987,HIGH SCHOOL,PERRY CENTRAL HIGH SCHOOL,,0.253750791,263.5,66.86333333,360.3783333
369403,47525,38.0323591,-86.5597007,ZIP,,,,21,0,0,0,0
369404,47551,38.1141135,-86.5695724,ZIP,,,,44,0,0,0,0
369405,47576,38.1769964,-86.617343,ZIP,,,,34,0,0,0,0
369406,47514,38.1561999,-86.5862093,ZIP,,,,46,0,0,0,0
369407,47542,38.2965853,-86.9665993,ZIP,,,,688,0,0,0,0
369408,47546,38.404392,-86.940787,TESTCENTER,2273488,HIGH SCHOOL,JASPER HIGH SCHOOL,,0.584636678,187.85,109.824,602.338
369409,47546,38.4187785,-86.9325571,ZIP,,,,1334,0,0,0,0
369410,47575,38.3178076,-86.8044622,ZIP,,,,70,0,0,0,0
369411,47527,38.4688585,-86.7859238,ZIP,,,,123,0,0,0,0
369412,47519,38.6026585,-86.9926612,ZIP,,,,33,0,0,0,0
369413,47553,38.6607808,-86.9040687,ZIP,,,,638,0,0,0,0
369414,47513,38.3042585,-86.7141106,ZIP,,,,110,0,0,0,0
369415,47580,38.3552026,-86.7671564,ZIP,,,,28,0,0,0,0
369416,47521,38.4084909,-86.721023,ZIP,,,,56,0,0,0,0
369417,47432,38.4855268,-86.6419064,ZIP,,,,293,0,0,0,0
369418,47116,38.3242272,-86.6220096,ZIP,,,,52,0,0,0,0
369419,47175,38.3765918,-86.5680182,ZIP,,,,59,0,0,0,0
369420,47581,38.6556937,-86.7625996,ZIP,,,,253,0,0,0,0
369421,47437,38.7147426,-86.6769676,ZIP,,,,8,0,0,0,0
369422,47469,38.6375996,-86.5991535,ZIP,,,,106,0,0,0,0
369423,47446,38.747201,-86.5181356,ZIP,,,,733,0,0,0,0
369424,40171,37.9654548,-86.4653516,ZIP,,,,15,0,0,0,0
369425,40161,38.0019812,-86.386237,ZIP,,,,8,0,0,0,0
369426,40140,37.7631326,-86.3539522,ZIP,,,,54,0,0,0,0
369427,40146,37.8493771,-86.3308398,ZIP,,,,246,0,0,0,0
369428,40176,37.918739,-86.3332031,ZIP,,,,72,0,0,0,0
369429,40157,38.0499598,-86.4361865,ZIP,,,,54,0,0,0,0
369430,47123,38.2671328,-86.4793724,ZIP,,,,10,0,0,0,0
369431,47137,38.1681208,-86.3904786,ZIP,,,,91,0,0,0,0
369432,40104,38.085529,-86.3328505,ZIP,,,,92,0,0,0,0
369433,40142,37.8932178,-86.2040858,ZIP,,,,166,0,0,0,0
369434,40117,37.8965833,-86.1242885,ZIP,,,,173,0,0,0,0
369435,40108,37.9699373,-86.1728532,ZIP,,,,858,0,0,0,0
369436,40162,37.7567993,-86.059932,ZIP,,,,487,0,0,0,0
369437,40175,37.8190028,-86.0898906,ZIP,,,,895,0,0,0,0
369438,40155,37.9357475,-85.9920287,ZIP,,,,52,0,0,0,0
369439,47142,38.0848806,-86.2131315,ZIP,,,,77,0,0,0,0
369440,47110,38.0988518,-86.1850443,ZIP,,,,22,0,0,0,0
369441,47112,38.1955165,-86.1624989,ZIP,,,,1066,0,0,0,0
369442,47135,38.048816,-86.074351,ZIP,,,,96,0,0,0,0
369443,47118,38.3100913,-86.4974301,ZIP,,,,229,0,0,0,0
369444,47454,38.5100253,-86.4518214,ZIP,,,,572,0,0,0,0
369445,47140,38.384301,-86.3707013,ZIP,,,,191,0,0,0,0
369446,47140,38.373603,-86.357784,TESTCENTER,2271807,HIGH SCHOOL,CRAWFORD CO JR SR HIGH SCHOOL,,0.222033024,323,71.71666667,561.1833333
369447,47145,38.3298767,-86.3065823,ZIP,,,,125,0,0,0,0
369448,47125,38.4635998,-86.3131392,ZIP,,,,120,0,0,0,0
369449,47452,38.6471431,-86.4334296,ZIP,,,,401,0,0,0,0
369450,47108,38.6400268,-86.2485328,ZIP,,,,175,0,0,0,0
369451,47115,38.3489522,-86.2099635,ZIP,,,,184,0,0,0,0
369452,47166,38.3068815,-86.1674188,ZIP,,,,81,0,0,0,0
369453,47120,38.4603645,-86.1887205,ZIP,,,,71,0,0,0,0
369454,47114,38.2858173,-86.0845558,ZIP,,,,22,0,0,0,0
369455,47161,38.3217953,-86.1035917,ZIP,,,,275,0,0,0,0
369456,47122,38.3059603,-85.9848442,ZIP,,,,808,0,0,0,0
369457,47124,38.3714915,-86.0106074,ZIP,,,,355,0,0,0,0
369458,47164,38.4130917,-86.0957861,ZIP,,,,260,0,0,0,0
369459,47165,38.5034459,-86.0070023,ZIP,,,,467,0,0,0,0
369460,47167,38.6114595,-86.0959054,ZIP,,,,1035,0,0,0,0
369461,47167,38.607138,-86.078742,TESTCENTER,2271388,HIGH SCHOOL,SALEM HIGH SCHOOL,,0.096636166,510,49.28444444,361.8633333
369462,47281,38.7885267,-86.1063409,ZIP,,,,108,0,0,0,0
369463,47562,38.8330895,-86.9734324,ZIP,,,,365,0,0,0,0
369464,47449,38.9271295,-87.0034671,ZIP,,,,26,0,0,0,0
369465,47457,38.9091391,-86.9047505,ZIP,,,,4,0,0,0,0
369466,47522,38.8923196,-86.8167346,ZIP,,,,23,0,0,0,0
369467,47424,39.0200478,-86.8824279,ZIP,,,,645,0,0,0,0
369468,47424,39.029542,-86.867549,TESTCENTER,2273369,HIGH SCHOOL,BLOOMFIELD HIGH SCHOOL,,0.296389453,123.25,36.53,282.755
369469,47453,38.94163,-86.7757091,ZIP,,,,47,0,0,0,0
369470,47471,39.1432936,-87.0051859,ZIP,,,,195,0,0,0,0
369471,47427,39.2328285,-87.0161353,ZIP,,,,84,0,0,0,0
369472,47431,39.2366013,-86.9029394,ZIP,,,,104,0,0,0,0
369473,47455,39.3165006,-86.9561548,ZIP,,,,8,0,0,0,0
369474,47460,39.2859694,-86.7920254,ZIP,,,,777,0,0,0,0
369475,47462,38.9583234,-86.6475671,ZIP,,,,327,0,0,0,0
369476,47470,38.8182538,-86.6371381,ZIP,,,,126,0,0,0,0
369477,47420,38.9131578,-86.5489191,ZIP,,,,4,0,0,0,0
369478,47451,38.892959,-86.5235497,ZIP,,,,80,0,0,0,0
369479,47459,39.1127931,-86.7495758,ZIP,,,,286,0,0,0,0
369480,47464,39.2998028,-86.6499955,ZIP,,,,16,0,0,0,0
369481,47403,39.0852187,-86.6123402,ZIP,,,,1740,0,0,0,0
369482,47405,39.17,-86.52,TESTCENTER,2271986,4 YR COLLEGE/UNIVERSITY,INDIANA UNIVERSITY BLOOMINGTON,,0.279256675,542.3,152.126,2264.628667
369483,47405,39.1682089,-86.5186138,ZIP,,,,2607,0,0,0,0
369484,47406,39.1777965,-86.5154475,ZIP,,,,3220,0,0,0,0
369485,47404,39.219531,-86.591196,ZIP,,,,1312,0,0,0,0
369486,47429,39.273303,-86.6159375,ZIP,,,,534,0,0,0,0
369487,47833,39.3586091,-86.9752378,ZIP,,,,76,0,0,0,0
369488,47868,39.4110733,-86.9025938,ZIP,,,,204,0,0,0,0
369489,46171,39.5251015,-86.9609015,ZIP,,,,138,0,0,0,0
369490,46120,39.5114324,-86.7890935,ZIP,,,,410,0,0,0,0
369491,46175,39.8157244,-86.9663588,ZIP,,,,43,0,0,0,0
369492,46135,39.6545713,-86.8939963,ZIP,,,,2017,0,0,0,0
369493,46135,39.649487,-86.868614,TESTCENTER,2267970,HIGH SCHOOL,GREENCASTLE HIGH SCHOOL,,0.13720098,340,46.64833333,384.835
369494,46105,39.7640721,-86.8105679,ZIP,,,,145,0,0,0,0
369495,46172,39.8278349,-86.8184638,ZIP,,,,180,0,0,0,0
369496,47433,39.3557865,-86.6415472,ZIP,,,,307,0,0,0,0
369497,47456,39.465239,-86.6913333,ZIP,,,,88,0,0,0,0
369498,46166,39.4329132,-86.5872958,ZIP,,,,190,0,0,0,0
369499,46157,39.5536301,-86.5287312,ZIP,,,,241,0,0,0,0
369500,46128,39.6585829,-86.7425616,ZIP,,,,173,0,0,0,0
369501,46121,39.6790421,-86.6787832,ZIP,,,,342,0,0,0,0
369502,46180,39.5921895,-86.6185252,ZIP,,,,83,0,0,0,0
369503,46103,39.6886229,-86.6136323,ZIP,,,,15,0,0,0,0
369504,46118,39.6623755,-86.5180053,ZIP,,,,359,0,0,0,0
369505,46122,39.7733118,-86.5511336,ZIP,,,,1062,0,0,0,0
369506,46122,39.762815,-86.534254,TESTCENTER,2267631,HIGH SCHOOL,DANVILLE COMMUNITY HIGH SCHOOL,,0.442922502,357,158.1233333,752.3816667
369507,47421,38.8634945,-86.4522299,ZIP,,,,1708,0,0,0,0
369508,47436,38.9541493,-86.3859771,ZIP,,,,103,0,0,0,0
369509,47264,38.9790286,-86.2507516,ZIP,,,,92,0,0,0,0
369510,47401,39.1023058,-86.4428354,ZIP,,,,3140,0,0,0,0
369511,47408,39.2298149,-86.4672545,ZIP,,,,2126,0,0,0,0
369512,47468,39.2708491,-86.3925058,ZIP,,,,59,0,0,0,0
369513,47260,38.8367417,-86.1977539,ZIP,,,,139,0,0,0,0
369514,47235,38.9917052,-86.1361008,ZIP,,,,117,0,0,0,0
369515,47220,38.8762809,-86.0490574,ZIP,,,,365,0,0,0,0
369516,47448,39.1795298,-86.2355113,ZIP,,,,453,0,0,0,0
369517,47201,39.1588734,-85.9931989,ZIP,,,,2784,0,0,0,0
369518,46151,39.42,-86.41,TESTCENTER,2267637,HIGH SCHOOL,MARTINSVILLE HIGH SCHOOL,,0.308947462,321.64,100.282,480.964
369519,46157,39.571397,-86.48937,TESTCENTER,2269545,HIGH SCHOOL,MONROVIA HIGH SCHOOL,,0.256941177,170,43.68,391.1966667
369520,46151,39.4572122,-86.43328,ZIP,,,,2201,0,0,0,0
369521,46160,39.3511343,-86.2686923,ZIP,,,,441,0,0,0,0
369522,46111,39.5388243,-86.3695362,ZIP,,,,25,0,0,0,0
369523,46158,39.5793557,-86.3736018,ZIP,,,,1652,0,0,0,0
369524,46168,39.6852568,-86.3929119,ZIP,,,,1902,0,0,0,0
369525,46168,39.69,-86.39,TESTCENTER,2267638,HIGH SCHOOL,PLAINFIELD HIGH SCHOOL,,0.309780853,433.5,134.29,934.615
369526,46123,39.7643949,-86.4034568,ZIP,,,,2244,0,0,0,0
369527,46123,39.764099,-86.400313,TESTCENTER,2272487,HIGH SCHOOL,AVON HIGH SCHOOL,,0.496662593,548.4625,282.88,2111.0375
369528,46112,39.82,-86.38,TESTCENTER,2267629,HIGH SCHOOL,BROWNSBURG HIGH SCHOOL,,0.269954337,943.5,246.6677778,1398.845556
369529,46158,39.591469,-86.364173,TESTCENTER,2267585,HIGH SCHOOL,MOORESVILLE HIGH SCHOOL,,0.274422895,341.9833333,94.72666667,828.7216667
369530,46113,39.6362993,-86.3025526,ZIP,,,,992,0,0,0,0
369531,46231,39.7155274,-86.3206197,ZIP,,,,850,0,0,0,0
369532,46234,39.8133094,-86.3263625,ZIP,,,,1561,0,0,0,0
369533,46241,39.7298524,-86.2854237,ZIP,,,,2319,0,0,0,0
369534,46214,39.78,-86.28,TESTCENTER,2267647,HIGH SCHOOL,BEN DAVIS HIGH SCHOOL,,0.478183412,488.75,233.7121429,1398.123571
369535,46214,39.7928174,-86.2915285,ZIP,,,,1625,0,0,0,0
369536,46224,39.795413,-86.25689,ZIP,,,,2328,0,0,0,0
369537,46224,39.798674,-86.257308,TESTCENTER,2274169,HIGH SCHOOL,NORTHWEST HIGH SCHOOL,,0.326792975,170.425,55.8025,447.0125
369538,46181,39.3721547,-86.1716014,ZIP,,,,415,0,0,0,0
369539,46164,39.3278301,-86.1262453,ZIP,,,,279,0,0,0,0
369540,46106,39.513173,-86.205119,ZIP,,,,400,0,0,0,0
369541,46131,39.485389,-86.060752,TESTCENTER,2267633,HIGH SCHOOL,FRANKLIN COMMUNITY HIGH SCHOOL,,0.550664099,342.8333333,189.215,1275.046667
369542,46184,39.5619357,-86.0722218,ZIP,,,,889,0,0,0,0
369543,46131,39.4734891,-86.0435924,ZIP,,,,2309,0,0,0,0
369544,46221,39.6918518,-86.2382224,ZIP,,,,1932,0,0,0,0
369545,46217,39.6746309,-86.1914505,ZIP,,,,1855,0,0,0,0
369546,46142,39.6218096,-86.1753191,ZIP,,,,2062,0,0,0,0
369547,46142,39.622398,-86.148993,TESTCENTER,2267635,HIGH SCHOOL,GREENWOOD COMMUNITY HIGH SCHOOL,,0.732661064,357,261.56,1402.5
369548,46143,39.5958602,-86.1163194,ZIP,,,,3240,0,0,0,0
369549,46227,39.67,-86.14,TESTCENTER,2267651,HIGH SCHOOL,SOUTHPORT HIGH SCHOOL,,0.461010434,609.5714286,282.1464286,1671.984286
369550,46227,39.6747634,-86.1326756,ZIP,,,,4278,0,0,0,0
369551,46227,39.675,-86.129817,TESTCENTER,2267652,HIGH SCHOOL,RONCALLI HIGH SCHOOL,,0.670383689,361.25,242.385,1604.9
369552,46221,39.750885,-86.19243,TESTCENTER,2271069,HIGH SCHOOL,DECATUR CENTRAL HIGH SCHOOL,,0.127045455,680,86.39090909,593.51
369553,46222,39.7909682,-86.2152602,ZIP,,,,2801,0,0,0,0
369554,46222,39.788971,-86.213574,TESTCENTER,2270623,HIGH SCHOOL,GEORGE WASHINGTON COMMUNITY SCHOOL,,0.358663896,105.5888889,37.90222222,238.0766667
369555,46222,39.788971,-86.213574,TESTCENTER,2271974,HIGH SCHOOL,INDIANAPOLIS METROPOLITAN HS,,0.316205882,170,53.755,1011.043
369556,46201,39.83,-86.19,TESTCENTER,2267646,HIGH SCHOOL,ARSENAL TECHNICAL HIGH SCHOOL,,0.293088235,442,129.545,985.325
369557,46225,39.7403144,-86.1632548,ZIP,,,,457,0,0,0,0
369558,46225,39.74,-86.16,TESTCENTER,2273435,HIGH SCHOOL,EMMERICH MANUAL HIGH SCHOOL,,0.237441177,170,40.365,320.595
369559,46204,39.7719936,-86.1569968,ZIP,,,,151,0,0,0,0
369560,46203,39.743025,-86.117859,TESTCENTER,2273108,HIGH SCHOOL,LIGHTHOUSE COLLEGE PREP ACADEMY,,0.52447782,173.23,90.948,544.764
369561,46202,39.7841021,-86.163477,ZIP,,,,1219,0,0,0,0
369562,46202,39.785063,-86.159502,TESTCENTER,2267645,4 YR COLLEGE/UNIVERSITY,INDIANA PURDUE UNIV INDIANAPOLIS,,0.369148943,230.35,85.24454545,693.21
369563,46208,39.8191109,-86.1710894,ZIP,,,,2218,0,0,0,0
369564,46205,39.8293966,-86.1343739,ZIP,,,,1514,0,0,0,0
369565,46237,39.6711434,-86.0721097,ZIP,,,,2548,0,0,0,0
369566,46259,39.660901,-85.992603,TESTCENTER,2271891,HIGH SCHOOL,FRANKLIN CENTRAL HIGH SCHOOL,,0.304205351,1443.111111,412.0711111,2282.011111
369567,46107,39.716414,-86.0914627,ZIP,,,,839,0,0,0,0
369568,46203,39.737584,-86.0969301,ZIP,,,,2554,0,0,0,0
369569,46201,39.7741417,-86.1091996,ZIP,,,,1976,0,0,0,0
369570,46218,39.8072625,-86.0997455,ZIP,,,,2121,0,0,0,0
369571,46219,39.782092,-86.049533,TESTCENTER,2272496,HIGH SCHOOL,IRVINGTON PREPARATORY ACADEMY,,0.495345341,230.0666667,114.4433333,656.0766667
369572,46226,39.836969,-86.048945,TESTCENTER,2271317,HIGH SCHOOL,CATHEDRAL HIGH SCHOOL,,0.442922503,535.5,237.185,1622.72
369573,46226,39.836969,-86.048945,TESTCENTER,2272120,HIGH SCHOOL,ARLINGTON COMMUNITY HIGH SCHOOL,,0.467235294,170,79.43,429.44
369574,46226,39.836969,-86.048945,TESTCENTER,2273235,HIGH SCHOOL,MONUMENT LIGHTHOUSE CHARTER SCHOOL,,0.024506895,286.45,7.02,795.63
369575,46226,39.8388956,-86.0524846,ZIP,,,,3466,0,0,0,0
369576,46239,39.7215166,-85.9990332,ZIP,,,,1864,0,0,0,0
369577,46229,39.78,-85.99,TESTCENTER,2267654,HIGH SCHOOL,WARREN CENTRAL HIGH SCHOOL,,0.561251612,278.12,156.364,1009.69
369578,46219,39.782412,-86.0429388,ZIP,,,,2026,0,0,0,0
369579,61852,39.9031522,-88.0757988,ZIP,,,,20,0,0,0,0
369580,61816,39.9228092,-88.0012163,ZIP,,,,25,0,0,0,0
369581,61849,40.0142263,-87.9673702,ZIP,,,,132,0,0,0,0
369582,61810,39.9161219,-87.9147906,ZIP,,,,28,0,0,0,0
369583,61876,39.9013273,-87.836174,ZIP,,,,64,0,0,0,0
369584,61873,40.120736,-88.047232,TESTCENTER,2273861,HIGH SCHOOL,SAINT JOSEPH - OGDEN HIGH SCHOOL,,0.554645858,83.3,46.202,349.096
369585,61873,40.1338964,-88.0391224,ZIP,,,,430,0,0,0,0
369586,61859,40.1504277,-87.9629048,ZIP,,,,100,0,0,0,0
369587,61871,40.1902223,-87.9680423,ZIP,,,,16,0,0,0,0
369588,61847,40.3193021,-88.0112425,ZIP,,,,74,0,0,0,0
369589,61862,40.3060274,-87.9586058,ZIP,,,,46,0,0,0,0
369590,61812,40.2266848,-87.9112175,ZIP,,,,32,0,0,0,0
369591,61844,40.1429666,-87.8692075,ZIP,,,,61,0,0,0,0
369592,61857,40.1165537,-87.8422799,ZIP,,,,12,0,0,0,0
369593,61850,39.9310081,-87.7385813,ZIP,,,,53,0,0,0,0
369594,61841,40.0205942,-87.8168712,ZIP,,,,81,0,0,0,0
369595,61817,40.0352751,-87.7162835,ZIP,,,,165,0,0,0,0
369596,61870,39.8975493,-87.6183889,ZIP,,,,85,0,0,0,0
369597,61883,40.0373926,-87.6415232,ZIP,,,,288,0,0,0,0
369598,61833,40.0997467,-87.6442201,ZIP,,,,115,0,0,0,0
369599,61846,39.9772517,-87.6075376,ZIP,,,,433,0,0,0,0
369600,61858,40.1342579,-87.7618765,ZIP,,,,227,0,0,0,0
369601,61831,40.2250902,-87.7920697,ZIP,,,,18,0,0,0,0
369602,61865,40.3049246,-87.8024644,ZIP,,,,115,0,0,0,0
369603,61848,40.3080604,-87.7027714,ZIP,,,,18,0,0,0,0
369604,61834,40.1525459,-87.6732983,ZIP,,,,443,0,0,0,0
369605,61832,40.1362337,-87.6364661,ZIP,,,,2691,0,0,0,0
369606,61832,40.136976,-87.621737,TESTCENTER,2269178,2 YR COMM COLLEGE,DANVILLE AREA COMMUNITY COLLEGE,,0.225503268,340,76.67111111,796.1922222
369607,61814,40.2306069,-87.5724711,ZIP,,,,102,0,0,0,0
369608,61811,40.2927418,-87.6228479,ZIP,,,,74,0,0,0,0
369609,60963,40.3666786,-87.6484213,ZIP,,,,113,0,0,0,0
369610,60948,40.5327651,-88.0712692,ZIP,,,,90,0,0,0,0
369611,60918,40.5949705,-88.0256704,ZIP,,,,61,0,0,0,0
369612,60918,40.601827,-88.036092,TESTCENTER,2268131,HIGH SCHOOL,CHRIST LUTHERAN HIGH SCHOOL,,0.365529412,85,31.07,170.5366667
369613,60960,40.4389575,-87.8907232,ZIP,,,,75,0,0,0,0
369614,60924,40.5510091,-87.8865237,ZIP,,,,126,0,0,0,0
369615,60955,40.699506,-87.9692611,ZIP,,,,195,0,0,0,0
369616,60938,40.7730281,-87.9882605,ZIP,,,,150,0,0,0,0
369617,60930,40.829913,-88.0025736,ZIP,,,,51,0,0,0,0
369618,60911,40.8802426,-87.9765839,ZIP,,,,93,0,0,0,0
369619,60928,40.7416605,-87.8490111,ZIP,,,,48,0,0,0,0
369620,60953,40.6295765,-87.6886406,ZIP,,,,148,0,0,0,0
369621,60942,40.463873,-87.666229,TESTCENTER,2273314,HIGH SCHOOL,HOOPESTON AREA HIGH SCHOOL,,0.235529412,85,20.02,180.9316667
369622,60942,40.4653802,-87.6613769,ZIP,,,,437,0,0,0,0
369623,60973,40.5416848,-87.6631462,ZIP,,,,20,0,0,0,0
369624,60974,40.7190128,-87.7338471,ZIP,,,,16,0,0,0,0
369625,60970,40.77,-87.73,TESTCENTER,2269104,HIGH SCHOOL,WATSEKA COMMUNITY HIGH SCHOOL,,0.200303605,131.75,26.39,309.8516667
369626,60970,40.7960243,-87.7344514,ZIP,,,,474,0,0,0,0
369627,60966,40.7515033,-87.5832234,ZIP,,,,96,0,0,0,0
369628,60945,40.8281888,-87.5842131,ZIP,,,,11,0,0,0,0
369629,60931,40.8893274,-87.5881413,ZIP,,,,48,0,0,0,0
369630,47928,39.9213365,-87.4723131,ZIP,,,,145,0,0,0,0
369631,47974,40.0429214,-87.4803633,ZIP,,,,76,0,0,0,0
369632,47966,39.8858195,-87.3969843,ZIP,,,,35,0,0,0,0
369633,47952,39.9596356,-87.299105,ZIP,,,,192,0,0,0,0
369634,47982,40.1973481,-87.5270688,ZIP,,,,9,0,0,0,0
369635,47991,40.2844443,-87.4630748,ZIP,,,,79,0,0,0,0
369636,47932,40.1343283,-87.4152412,ZIP,,,,328,0,0,0,0
369637,47993,40.3090139,-87.412707,ZIP,,,,277,0,0,0,0
369638,47832,39.880882,-87.2584335,ZIP,,,,82,0,0,0,0
369639,47859,39.8818398,-87.1721963,ZIP,,,,93,0,0,0,0
369640,47989,39.8903447,-87.0490403,ZIP,,,,103,0,0,0,0
369641,47949,40.0605402,-87.137329,ZIP,,,,107,0,0,0,0
369642,47990,40.0618408,-87.0542812,ZIP,,,,100,0,0,0,0
369643,47987,40.125792,-87.2330296,ZIP,,,,279,0,0,0,0
369644,47918,40.2986777,-87.1980051,ZIP,,,,485,0,0,0,0
369645,47958,40.164219,-87.1423986,ZIP,,,,10,0,0,0,0
369646,47969,40.2057173,-87.1487313,ZIP,,,,17,0,0,0,0
369647,47994,40.1692489,-87.062127,ZIP,,,,33,0,0,0,0
369648,47992,40.3193725,-87.048999,ZIP,,,,107,0,0,0,0
369649,47917,40.4668377,-87.473426,ZIP,,,,37,0,0,0,0
369650,47921,40.4771505,-87.3753764,ZIP,,,,77,0,0,0,0
369651,47944,40.6164706,-87.330263,ZIP,,,,252,0,0,0,0
369652,47942,40.6862847,-87.4443028,ZIP,,,,44,0,0,0,0
369653,47951,40.7892544,-87.4444264,ZIP,,,,160,0,0,0,0
369654,47922,40.8769484,-87.3489112,ZIP,,,,106,0,0,0,0
369655,47975,40.4491317,-87.2532583,ZIP,,,,36,0,0,0,0
369656,47971,40.532018,-87.2339228,ZIP,,,,132,0,0,0,0
369657,47970,40.46212,-87.1430538,ZIP,,,,157,0,0,0,0
369658,47977,40.7559092,-87.1645673,ZIP,,,,146,0,0,0,0
369659,47948,40.7770148,-87.281735,ZIP,,,,94,0,0,0,0
369660,60927,40.9384894,-87.9727764,ZIP,,,,186,0,0,0,0
369661,60913,41.1469849,-88.0617784,ZIP,,,,123,0,0,0,0
369662,60922,41.0109254,-87.9192902,ZIP,,,,164,0,0,0,0
369663,60901,41.1095052,-87.8979165,ZIP,,,,2633,0,0,0,0
369664,60901,41.1,-87.88,TESTCENTER,2269093,HIGH SCHOOL,KANKAKEE HIGH SCHOOL,,0.333979933,142.3142857,47.58,419.1157143
369665,60901,41.116582,-87.869607,TESTCENTER,2269092,2 YR COMM COLLEGE,KANKAKEE COMMUNITY COLLEGE,,0.426152671,339.4144444,146.4233333,4384.20125
369666,60901,41.116582,-87.869607,TESTCENTER,2272199,HIGH SCHOOL,BISHOP MC NAMARA HIGH SCHOOL,,0.594262809,102.53125,58.7925,336.66875
369667,60915,41.1463035,-87.8610459,ZIP,,,,781,0,0,0,0
369668,60915,41.145376,-87.860115,TESTCENTER,2272202,HIGH SCHOOL,BRADLEY - BOURBONNAIS HIGH SCHOOL,,0.15816833,382.5,57.87166667,578.71
369669,60442,41.3926983,-87.9634682,ZIP,,,,766,0,0,0,0
369670,60950,41.2527236,-87.8844002,ZIP,,,,907,0,0,0,0
369671,60914,41.1873677,-87.8618019,ZIP,,,,2801,0,0,0,0
369672,60950,41.251439,-87.846761,TESTCENTER,2267529,HIGH SCHOOL,MANTENO HIGH SCHOOL,,0.568535702,77.48076923,44.07,323.3323077
